Date,Country,State,Disease,Symptoms,Cases,Severity_Score,Risk_Level,Hospital_Visits
2025-08-30,USA,Florida,Flu,"cough, body pain, fever, runny nose",286,19,High,7
2026-04-21,India,Rajasthan,Asthma,"wheezing, breathing difficulty, cough, chest tightness",315,11,Moderate,234
2025-10-03,Canada,Quebec,Diabetes,"weight loss, increased thirst",83,9,Moderate,63
2026-04-15,Canada,Alberta,Dengue,"headache, high fever, joint pain, skin rash",336,9,Moderate,207
2025-08-09,Canada,Quebec,Migraine,"sensitivity to light, vomiting, nausea",136,5,Low,28
2025-11-22,USA,Texas,Dengue,"headache, high fever, skin rash, joint pain",202,7,Low,11
2025-10-01,Canada,Alberta,Respiratory Infection,"cough, sore throat",379,4,Low,2
2025-06-12,India,Punjab,COVID-19,"breathing difficulty, fever",160,3,Low,151
2025-11-24,USA,Ohio,Migraine,"nausea, headache, sensitivity to light",215,6,Low,97
2025-07-01,Germany,Hamburg,Asthma,"chest tightness, cough, wheezing, breathing difficulty",352,20,High,249
2025-12-05,Canada,Ontario,Typhoid,"weakness, fever",15,8,Moderate,13
2026-04-07,Germany,Hamburg,Diabetes,"frequent urination, increased thirst, weight loss, fatigue",327,17,High,258
2025-09-08,Germany,Bavaria,Dengue,"headache, joint pain, high fever",202,10,Moderate,42
2026-01-22,Germany,Hamburg,Diabetes,"weight loss, frequent urination, increased thirst",243,6,Low,212
2026-01-08,India,Karnataka,Respiratory Infection,"breathing issue, sore throat, cough, fever",420,16,High,211
2026-04-17,Canada,Alberta,Asthma,"wheezing, chest tightness",109,9,Moderate,14
2025-12-02,Germany,Berlin,Diabetes,"weight loss, fatigue",220,11,Moderate,142
2025-08-20,Germany,Hesse,Dengue,"skin rash, high fever, joint pain, headache",176,6,Low,133
2026-03-18,USA,Florida,Flu,"body pain, cough, fever, runny nose",236,10,Moderate,149
2025-08-09,India,Maharashtra,COVID-19,"fever, loss of smell, breathing difficulty",355,20,High,242
2025-08-24,India,Tamil Nadu,COVID-19,"loss of smell, breathing difficulty",23,20,High,10
2026-01-24,India,Maharashtra,Diabetes,"fatigue, increased thirst, frequent urination",209,9,Moderate,46
2025-12-20,Germany,Hamburg,Diabetes,"fatigue, increased thirst, frequent urination",452,20,High,29
2025-06-02,Canada,Ontario,Skin Infection,"swelling, redness",262,20,High,152
2025-09-02,Canada,Quebec,Typhoid,"weakness, abdominal pain, loss of appetite, fever",494,14,Moderate,244
2025-05-22,Canada,Ontario,Flu,"runny nose, body pain, fever",399,6,Low,38
2025-08-16,Germany,Hamburg,Dengue,"skin rash, joint pain",193,16,High,135
2026-02-09,Canada,Alberta,Dengue,"joint pain, skin rash",378,20,High,157
2025-11-30,Germany,Hamburg,Migraine,"sensitivity to light, nausea, headache",459,7,Low,354
2025-12-20,India,Maharashtra,Flu,"runny nose, body pain",308,3,Low,271
2026-04-13,Germany,Hamburg,Asthma,"chest tightness, breathing difficulty, cough, wheezing",336,14,Moderate,58
2025-07-04,Germany,Berlin,Malaria,"fever, fatigue, sweating, chills",108,10,Moderate,9
2025-07-06,India,Punjab,Respiratory Infection,"cough, sore throat",65,17,High,48
2026-05-22,Germany,Berlin,Migraine,"nausea, headache",233,17,High,177
2026-04-12,India,Tamil Nadu,Asthma,"wheezing, cough, chest tightness, breathing difficulty",321,12,Moderate,203
2025-10-14,Germany,Berlin,Respiratory Infection,"sore throat, cough, fever",318,17,High,133
2026-04-29,Canada,Alberta,Skin Infection,"skin rash, itching",52,6,Low,14
2025-07-21,India,Punjab,Asthma,"breathing difficulty, wheezing, cough",433,12,Moderate,69
2025-12-21,India,Gujarat,Skin Infection,"itching, redness, swelling, skin rash",47,20,High,38
2026-04-19,Canada,Ontario,Respiratory Infection,"fever, sore throat",207,11,Moderate,110
2025-09-15,Canada,Quebec,Asthma,"chest tightness, wheezing, cough",36,4,Low,27
2026-03-01,Germany,Berlin,Migraine,"sensitivity to light, headache, vomiting",384,12,Moderate,263
2026-04-18,India,Delhi,COVID-19,"loss of smell, cough, breathing difficulty, fever",390,10,Moderate,331
2026-01-08,Canada,Alberta,Diabetes,"weight loss, frequent urination, fatigue",237,15,High,113
2026-04-30,USA,Ohio,Malaria,"fever, chills, fatigue, sweating",280,9,Moderate,149
2026-02-06,USA,New York,Diabetes,"fatigue, frequent urination, weight loss",126,12,Moderate,114
2025-10-30,Canada,Ontario,Migraine,"headache, vomiting, nausea, sensitivity to light",326,9,Moderate,109
2026-03-24,India,Karnataka,Typhoid,"fever, weakness",11,15,High,9
2026-03-23,Germany,Hesse,Typhoid,"weakness, abdominal pain, loss of appetite",182,11,Moderate,76
2025-11-18,India,Uttar Pradesh,Respiratory Infection,"cough, breathing issue, fever, sore throat",103,8,Moderate,34
2025-06-13,Germany,Hesse,Migraine,"headache, sensitivity to light, nausea",146,5,Low,68
2026-03-25,Germany,Hamburg,Respiratory Infection,"cough, breathing issue",273,3,Low,5
2026-03-20,India,Tamil Nadu,Diabetes,"increased thirst, weight loss",440,15,High,404
2025-08-21,India,Uttar Pradesh,COVID-19,"loss of smell, fever, breathing difficulty",69,15,High,33
2026-04-15,USA,Ohio,Malaria,"chills, fatigue, fever",233,18,High,47
2026-05-06,USA,New York,Respiratory Infection,"breathing issue, fever, cough, sore throat",162,13,Moderate,6
2025-08-22,USA,Florida,Malaria,"fever, chills, sweating",143,20,High,126
2025-08-21,USA,Florida,Typhoid,"weakness, loss of appetite, fever",312,5,Low,65
2025-10-18,USA,Ohio,Respiratory Infection,"breathing issue, sore throat, fever",481,3,Low,102
2025-11-23,USA,Texas,Typhoid,"weakness, abdominal pain, fever",353,6,Low,289
2025-09-11,Canada,Alberta,Respiratory Infection,"fever, sore throat",59,19,High,4
2026-05-05,USA,New York,COVID-19,"loss of smell, breathing difficulty",206,5,Low,119
2025-12-02,Germany,Berlin,Skin Infection,"itching, redness, swelling",287,5,Low,52
2026-01-24,Canada,Alberta,Respiratory Infection,"cough, fever",286,7,Low,69
2026-05-01,USA,Florida,Respiratory Infection,"cough, breathing issue",419,5,Low,59
2026-05-12,Germany,Bavaria,Malaria,"fever, chills, fatigue, sweating",106,8,Moderate,6
2026-02-15,USA,New York,Respiratory Infection,"sore throat, breathing issue, fever",35,6,Low,35
2026-02-13,India,Karnataka,Respiratory Infection,"breathing issue, sore throat",303,11,Moderate,2
2025-11-11,USA,Florida,Diabetes,"frequent urination, fatigue",52,8,Moderate,37
2026-05-15,Canada,Ontario,Malaria,"chills, sweating, fatigue, fever",450,8,Moderate,173
2026-02-23,Germany,Hesse,Asthma,"wheezing, chest tightness",270,12,Moderate,18
2026-01-07,Germany,Berlin,Typhoid,"weakness, loss of appetite, abdominal pain",458,6,Low,135
2025-06-16,India,Rajasthan,Migraine,"sensitivity to light, nausea, vomiting",274,4,Low,244
2025-11-27,Canada,Quebec,COVID-19,"cough, breathing difficulty, loss of smell",439,12,Moderate,233
2026-04-02,India,Maharashtra,Skin Infection,"skin rash, swelling, itching",128,12,Moderate,68
2025-09-04,Germany,Berlin,Migraine,"nausea, headache, sensitivity to light",470,12,Moderate,65
2026-02-24,Germany,Hamburg,Diabetes,"weight loss, increased thirst, frequent urination",114,14,Moderate,41
2025-12-25,Germany,Bavaria,Dengue,"high fever, skin rash, joint pain, headache",392,14,Moderate,77
2026-01-09,India,Gujarat,Malaria,"fever, fatigue, chills",291,5,Low,69
2026-05-07,Canada,Quebec,Typhoid,"abdominal pain, weakness, loss of appetite, fever",51,13,Moderate,51
2025-05-26,USA,California,Malaria,"fever, fatigue",460,8,Moderate,285
2026-02-27,India,Karnataka,Respiratory Infection,"cough, breathing issue, sore throat, fever",469,4,Low,35
2025-05-27,India,Maharashtra,Respiratory Infection,"sore throat, breathing issue, cough",446,3,Low,40
2025-08-12,Canada,Ontario,Dengue,"joint pain, skin rash",149,16,High,57
2026-02-10,USA,Texas,Diabetes,"fatigue, frequent urination, increased thirst",384,18,High,120
2026-03-11,Canada,Quebec,Malaria,"fever, fatigue",77,7,Low,23
2025-10-19,USA,California,Typhoid,"fever, weakness, abdominal pain",437,8,Moderate,115
2025-07-23,USA,Texas,Skin Infection,"swelling, skin rash",70,6,Low,17
2025-10-19,Germany,Hesse,Malaria,"fatigue, fever, sweating, chills",261,19,High,220
2025-05-30,India,Tamil Nadu,Asthma,"breathing difficulty, chest tightness",361,8,Moderate,318
2026-02-18,USA,California,Respiratory Infection,"sore throat, cough, breathing issue",129,9,Moderate,115
2026-01-19,USA,New York,COVID-19,"fever, cough, loss of smell, breathing difficulty",43,9,Moderate,17
2026-04-15,India,Delhi,COVID-19,"loss of smell, breathing difficulty, fever, cough",336,15,High,250
2026-04-09,USA,California,Migraine,"nausea, vomiting, headache",34,11,Moderate,11
2026-02-26,USA,New York,Diabetes,"frequent urination, increased thirst, fatigue",275,3,Low,149
2025-05-27,Canada,Ontario,COVID-19,"fever, loss of smell, cough",83,5,Low,63
2025-10-03,Germany,Hesse,Asthma,"wheezing, breathing difficulty",162,3,Low,6
2026-01-06,Canada,Quebec,Asthma,"cough, breathing difficulty, chest tightness, wheezing",389,14,Moderate,72
2026-04-30,India,Uttar Pradesh,Malaria,"fever, sweating, chills",263,16,High,258
2026-02-17,USA,Ohio,Typhoid,"abdominal pain, fever, loss of appetite, weakness",351,12,Moderate,99
2025-07-12,Germany,Bavaria,Malaria,"fever, sweating, chills",27,12,Moderate,22
2026-03-28,Canada,Alberta,Skin Infection,"skin rash, itching",40,15,High,30
2025-08-27,Germany,Hesse,Skin Infection,"itching, swelling, redness, skin rash",138,11,Moderate,42
2025-06-27,USA,California,Skin Infection,"swelling, itching, skin rash",188,15,High,85
2025-09-10,Canada,Alberta,COVID-19,"fever, breathing difficulty",241,15,High,202
2025-07-22,Germany,Hesse,Diabetes,"weight loss, frequent urination, increased thirst",494,13,Moderate,402
2025-12-01,USA,Texas,Asthma,"cough, wheezing, chest tightness",165,3,Low,59
2025-12-13,Canada,Alberta,Flu,"runny nose, cough",444,16,High,43
2025-11-20,USA,Ohio,Typhoid,"abdominal pain, fever, loss of appetite",300,12,Moderate,165
2026-05-20,Germany,Bavaria,Flu,"fever, cough",66,8,Moderate,5
2026-03-01,Germany,Hamburg,Respiratory Infection,"cough, sore throat, fever",411,9,Moderate,225
2025-09-05,USA,Texas,Malaria,"fatigue, sweating, fever",369,12,Moderate,115
2025-07-31,India,Rajasthan,Asthma,"breathing difficulty, wheezing",267,12,Moderate,173
2025-12-21,Canada,Quebec,Diabetes,"increased thirst, fatigue, frequent urination, weight loss",23,14,Moderate,2
2026-04-12,Germany,Hesse,Skin Infection,"swelling, redness, skin rash",54,20,High,15
2026-01-06,Germany,Hesse,Asthma,"cough, breathing difficulty, wheezing",224,7,Low,206
2025-06-04,Canada,Quebec,Dengue,"joint pain, skin rash, headache, high fever",260,19,High,5
2025-11-03,Canada,Quebec,Migraine,"nausea, sensitivity to light",119,11,Moderate,47
2025-12-20,Germany,Hamburg,Asthma,"chest tightness, breathing difficulty",438,15,High,402
2026-04-26,Canada,Ontario,Respiratory Infection,"breathing issue, fever, cough",366,4,Low,66
2025-11-13,Germany,Hesse,Flu,"runny nose, cough",288,6,Low,209
2026-01-30,USA,California,Skin Infection,"skin rash, swelling",32,16,High,6
2025-12-10,India,Rajasthan,Migraine,"nausea, sensitivity to light",284,15,High,75
2025-10-05,Canada,Quebec,Typhoid,"fever, loss of appetite, abdominal pain, weakness",162,11,Moderate,75
2025-09-13,Canada,Quebec,COVID-19,"cough, breathing difficulty, fever, loss of smell",149,11,Moderate,121
2025-05-24,Germany,Hamburg,Diabetes,"increased thirst, frequent urination, fatigue, weight loss",345,12,Moderate,132
2026-05-22,Canada,Ontario,Asthma,"wheezing, chest tightness",178,8,Moderate,45
2026-05-13,India,Maharashtra,Malaria,"fatigue, fever, sweating",148,11,Moderate,41
2025-09-25,USA,Texas,Asthma,"chest tightness, cough, breathing difficulty, wheezing",376,18,High,135
2025-05-30,India,Gujarat,Skin Infection,"itching, skin rash, swelling",499,15,High,306
2026-05-03,USA,Florida,Diabetes,"increased thirst, fatigue, frequent urination",259,17,High,43
2026-05-13,India,Gujarat,Skin Infection,"skin rash, redness, itching",120,11,Moderate,106
2026-03-10,Germany,Berlin,Malaria,"fatigue, fever",400,4,Low,292
2025-05-25,Canada,Alberta,Flu,"body pain, cough, fever",414,7,Low,346
2026-03-08,India,Tamil Nadu,Asthma,"breathing difficulty, wheezing, chest tightness, cough",349,13,Moderate,318
2025-12-20,Germany,Hamburg,Asthma,"cough, wheezing",69,13,Moderate,54
2025-05-30,Germany,Bavaria,Migraine,"sensitivity to light, vomiting, headache, nausea",153,7,Low,132
2025-06-09,India,Maharashtra,Skin Infection,"itching, redness, skin rash",459,16,High,433
2025-08-24,Germany,Bavaria,Asthma,"cough, breathing difficulty",204,16,High,150
2025-11-25,Canada,Quebec,Migraine,"nausea, sensitivity to light, vomiting, headache",257,7,Low,190
2025-11-24,Germany,Berlin,Diabetes,"increased thirst, fatigue",92,5,Low,68
2026-02-03,Germany,Hesse,Malaria,"fever, sweating, fatigue",442,6,Low,242
2025-09-06,Canada,Alberta,Asthma,"wheezing, breathing difficulty",59,11,Moderate,30
2026-02-17,Germany,Hamburg,Dengue,"high fever, headache, joint pain, skin rash",443,20,High,354
2025-06-10,Germany,Hamburg,Migraine,"vomiting, nausea, headache, sensitivity to light",470,11,Moderate,354
2026-05-08,USA,Texas,Malaria,"fatigue, fever, sweating",416,13,Moderate,282
2025-08-18,India,Punjab,Dengue,"headache, high fever, joint pain, skin rash",199,13,Moderate,20
2026-01-01,USA,Ohio,Typhoid,"loss of appetite, fever, weakness",327,18,High,251
2026-01-13,Germany,Hesse,Diabetes,"frequent urination, weight loss, fatigue, increased thirst",86,12,Moderate,86
2025-09-05,USA,Texas,Flu,"cough, runny nose",351,3,Low,332
2025-10-02,Canada,Ontario,COVID-19,"fever, cough",383,11,Moderate,99
2025-12-11,Germany,Berlin,Respiratory Infection,"breathing issue, fever",294,9,Moderate,4
2026-02-01,Canada,Ontario,Diabetes,"fatigue, frequent urination, increased thirst, weight loss",321,5,Low,136
2025-07-28,USA,Florida,Flu,"fever, runny nose, cough",378,18,High,48
2025-07-26,Canada,Alberta,Asthma,"cough, wheezing, chest tightness",112,5,Low,53
2026-03-08,USA,California,Migraine,"nausea, vomiting",323,14,Moderate,28
2026-03-07,Canada,Alberta,Dengue,"joint pain, skin rash, headache, high fever",431,11,Moderate,386
2026-01-12,India,Maharashtra,Migraine,"vomiting, nausea, sensitivity to light, headache",76,18,High,3
2025-12-25,Germany,Berlin,Flu,"runny nose, body pain, fever, cough",435,11,Moderate,151
2026-03-26,USA,California,Asthma,"chest tightness, breathing difficulty, wheezing",189,9,Moderate,12
2026-05-01,USA,New York,Diabetes,"weight loss, increased thirst, frequent urination, fatigue",59,4,Low,41
2025-12-24,USA,Florida,Skin Infection,"itching, redness, skin rash, swelling",61,13,Moderate,27
2025-11-28,India,Delhi,Dengue,"skin rash, high fever, joint pain",480,12,Moderate,344
2025-08-18,India,Karnataka,COVID-19,"cough, breathing difficulty",94,3,Low,68
2025-11-19,Germany,Hamburg,Skin Infection,"swelling, skin rash, itching, redness",52,5,Low,32
2026-02-14,Germany,Berlin,Typhoid,"fever, loss of appetite",244,18,High,51
2025-06-15,Germany,Hesse,Diabetes,"frequent urination, increased thirst",191,17,High,56
2025-06-12,India,Delhi,Diabetes,"increased thirst, fatigue",480,12,Moderate,215
2026-05-15,Germany,Berlin,Respiratory Infection,"breathing issue, cough, sore throat, fever",434,4,Low,101
2026-03-23,India,Uttar Pradesh,Migraine,"sensitivity to light, nausea, vomiting",13,13,Moderate,6
2025-06-24,USA,Florida,COVID-19,"fever, loss of smell",331,8,Moderate,105
2025-09-06,India,Karnataka,Flu,"fever, runny nose, cough",163,12,Moderate,132
2025-08-28,Canada,Quebec,Typhoid,"fever, weakness, abdominal pain, loss of appetite",129,6,Low,12
2025-07-05,Canada,Alberta,Asthma,"cough, breathing difficulty, wheezing",359,19,High,212
2025-10-19,Germany,Berlin,Skin Infection,"skin rash, redness, itching",245,8,Moderate,196
2025-12-16,Germany,Hamburg,COVID-19,"cough, fever",471,20,High,106
2026-01-22,Germany,Berlin,Skin Infection,"redness, itching, skin rash, swelling",434,12,Moderate,106
2025-08-17,Canada,Ontario,Diabetes,"frequent urination, weight loss, fatigue",169,20,High,151
2026-04-05,Germany,Bavaria,Diabetes,"weight loss, increased thirst, fatigue",396,14,Moderate,272
2026-01-04,India,Tamil Nadu,Migraine,"sensitivity to light, nausea, vomiting, headache",479,14,Moderate,379
2025-11-03,Canada,Quebec,Diabetes,"fatigue, increased thirst",57,15,High,55
2026-05-20,India,Tamil Nadu,Dengue,"skin rash, high fever, joint pain, headache",418,20,High,102
2026-01-26,India,Punjab,Migraine,"headache, nausea, sensitivity to light",30,8,Moderate,13
2025-12-19,India,Gujarat,Respiratory Infection,"breathing issue, cough",426,4,Low,378
2025-10-28,India,Tamil Nadu,Respiratory Infection,"breathing issue, fever, sore throat, cough",126,11,Moderate,65
2025-05-24,Canada,Quebec,Migraine,"headache, sensitivity to light, nausea",250,4,Low,215
2025-07-30,India,Maharashtra,Flu,"fever, body pain, cough, runny nose",172,6,Low,141
2025-10-13,India,Uttar Pradesh,Respiratory Infection,"sore throat, breathing issue",104,18,High,80
2026-05-05,Canada,Alberta,Skin Infection,"redness, swelling, itching",70,15,High,4
2025-07-02,Canada,Ontario,Diabetes,"increased thirst, frequent urination, weight loss",365,18,High,73
2025-12-18,USA,Florida,Dengue,"headache, joint pain",275,17,High,26
2026-02-19,USA,Florida,COVID-19,"loss of smell, cough, fever",312,7,Low,118
2026-01-21,Canada,Quebec,Asthma,"breathing difficulty, chest tightness",161,12,Moderate,56
2026-04-28,Canada,Alberta,COVID-19,"loss of smell, breathing difficulty, cough, fever",194,7,Low,26
2025-10-05,Canada,Ontario,Dengue,"joint pain, high fever, skin rash",480,8,Moderate,166
2026-03-09,USA,New York,Malaria,"fever, chills, fatigue",172,15,High,74
2025-05-23,Canada,Ontario,Flu,"body pain, cough, runny nose, fever",200,17,High,77
2026-01-14,USA,Ohio,Typhoid,"fever, loss of appetite",126,5,Low,60
2026-05-01,Germany,Bavaria,Dengue,"headache, joint pain, skin rash",51,10,Moderate,2
2025-11-27,Canada,Ontario,Asthma,"breathing difficulty, cough, chest tightness",99,16,High,53
2025-12-26,Germany,Hamburg,Flu,"body pain, fever, cough, runny nose",301,10,Moderate,264
2026-03-01,Canada,Ontario,Typhoid,"abdominal pain, loss of appetite, weakness",73,7,Low,65
2025-11-26,USA,New York,Flu,"fever, cough",451,18,High,169
2026-03-08,USA,Ohio,Migraine,"vomiting, sensitivity to light, headache",379,19,High,93
2025-09-03,Germany,Bavaria,Skin Infection,"skin rash, itching, redness",450,10,Moderate,347
2026-01-30,India,Punjab,Skin Infection,"skin rash, redness, itching, swelling",486,20,High,254
2026-04-14,India,Uttar Pradesh,Diabetes,"frequent urination, fatigue, weight loss",360,15,High,284
2025-12-29,USA,New York,Typhoid,"abdominal pain, loss of appetite, weakness, fever",470,7,Low,98
2025-11-30,Canada,Ontario,Diabetes,"frequent urination, increased thirst, fatigue",95,5,Low,47
2025-11-28,India,Rajasthan,COVID-19,"fever, breathing difficulty, cough, loss of smell",204,5,Low,161
2025-10-24,Germany,Hesse,Asthma,"wheezing, chest tightness, cough, breathing difficulty",339,12,Moderate,202
2026-03-29,Germany,Hamburg,Typhoid,"fever, weakness, loss of appetite",477,6,Low,265
2025-06-21,USA,Texas,Skin Infection,"itching, skin rash",111,13,Moderate,66
2025-11-09,USA,New York,Dengue,"joint pain, headache, high fever",404,14,Moderate,237
2025-07-26,Canada,Alberta,Asthma,"wheezing, cough",422,8,Moderate,315
2026-03-28,Germany,Hamburg,Typhoid,"weakness, abdominal pain, loss of appetite, fever",117,7,Low,7
2025-06-08,Canada,Quebec,COVID-19,"breathing difficulty, cough, loss of smell",64,7,Low,5
2026-05-17,USA,California,Flu,"body pain, cough, fever",480,18,High,345
2025-12-24,Canada,Ontario,Migraine,"headache, vomiting",224,19,High,139
2026-05-19,USA,Texas,Migraine,"vomiting, sensitivity to light, nausea, headache",285,13,Moderate,125
2025-07-13,USA,Ohio,Asthma,"wheezing, chest tightness, breathing difficulty",141,20,High,70
2026-01-07,USA,California,Asthma,"chest tightness, breathing difficulty",75,16,High,56
2025-07-18,Germany,Bavaria,Asthma,"breathing difficulty, cough",178,4,Low,103
2025-10-16,Germany,Hamburg,Typhoid,"weakness, loss of appetite",463,12,Moderate,32
2026-04-27,India,Rajasthan,Asthma,"chest tightness, cough",478,13,Moderate,296
2025-11-09,USA,Texas,Respiratory Infection,"breathing issue, cough",20,19,High,14
2025-11-02,USA,Ohio,Diabetes,"fatigue, increased thirst, weight loss",261,8,Moderate,209
2025-11-09,Germany,Bavaria,Respiratory Infection,"breathing issue, cough",239,5,Low,209
2025-08-20,Canada,Ontario,Flu,"cough, fever",148,17,High,145
2025-12-01,India,Punjab,Asthma,"cough, breathing difficulty, chest tightness, wheezing",207,4,Low,49
2025-08-19,Canada,Ontario,Typhoid,"abdominal pain, weakness, loss of appetite, fever",77,8,Moderate,59
2025-09-13,India,Punjab,Flu,"cough, fever",74,10,Moderate,38
2025-09-21,Germany,Bavaria,Malaria,"sweating, chills, fatigue, fever",439,11,Moderate,77
2026-01-27,Germany,Berlin,Flu,"fever, body pain",362,15,High,291
2026-03-26,Canada,Alberta,Flu,"body pain, fever, runny nose",67,16,High,36
2026-03-04,Germany,Berlin,Skin Infection,"itching, swelling, redness",167,14,Moderate,46
2025-10-16,USA,Ohio,Typhoid,"weakness, loss of appetite, fever, abdominal pain",145,8,Moderate,142
2025-12-17,USA,Texas,COVID-19,"loss of smell, cough, breathing difficulty",332,10,Moderate,307
2026-03-12,USA,Texas,Diabetes,"fatigue, weight loss, frequent urination, increased thirst",124,14,Moderate,77
2025-10-01,USA,New York,Respiratory Infection,"cough, breathing issue, fever",357,5,Low,105
2025-06-19,India,Punjab,Respiratory Infection,"cough, sore throat, breathing issue, fever",249,12,Moderate,121
2025-10-10,USA,Ohio,Flu,"cough, runny nose, body pain, fever",178,5,Low,89
2026-05-11,Germany,Bavaria,Migraine,"nausea, sensitivity to light",75,19,High,63
2025-10-02,India,Uttar Pradesh,Skin Infection,"itching, skin rash, redness, swelling",240,10,Moderate,25
2025-10-02,Canada,Alberta,Typhoid,"fever, abdominal pain",220,9,Moderate,61
2026-03-15,India,Gujarat,Migraine,"vomiting, nausea",106,4,Low,50
2026-04-17,India,Tamil Nadu,COVID-19,"cough, loss of smell",292,5,Low,219
2025-06-06,Canada,Ontario,Typhoid,"loss of appetite, abdominal pain",119,3,Low,104
2025-06-13,USA,Ohio,Skin Infection,"swelling, skin rash",17,15,High,14
2025-11-18,India,Uttar Pradesh,Asthma,"cough, breathing difficulty, chest tightness, wheezing",153,9,Moderate,136
2025-08-17,Canada,Alberta,COVID-19,"cough, breathing difficulty, fever, loss of smell",196,11,Moderate,16
2026-05-19,Germany,Hamburg,Skin Infection,"skin rash, itching, redness, swelling",199,9,Moderate,6
2025-09-25,Canada,Ontario,Dengue,"joint pain, headache",265,6,Low,85
2025-08-21,USA,New York,Respiratory Infection,"sore throat, cough, breathing issue",306,9,Moderate,118
2025-06-12,Canada,Ontario,COVID-19,"fever, loss of smell, breathing difficulty, cough",230,6,Low,192
2025-09-20,Germany,Hesse,Asthma,"breathing difficulty, cough, chest tightness, wheezing",386,20,High,89
2025-10-14,Canada,Quebec,Asthma,"cough, wheezing",77,4,Low,36
2025-12-25,USA,Florida,Diabetes,"weight loss, frequent urination, increased thirst",364,13,Moderate,44
2026-02-09,Germany,Hesse,Skin Infection,"itching, redness, swelling",165,8,Moderate,24
2025-12-11,Germany,Bavaria,Migraine,"headache, vomiting",261,5,Low,66
2025-11-27,USA,Florida,Diabetes,"fatigue, frequent urination, weight loss",364,7,Low,62
2025-10-20,Canada,Quebec,Flu,"fever, cough, runny nose",81,7,Low,68
2025-07-06,India,Karnataka,Dengue,"joint pain, high fever",495,11,Moderate,144
2026-01-11,India,Punjab,Respiratory Infection,"sore throat, breathing issue, fever, cough",388,14,Moderate,133
2025-11-08,Canada,Quebec,Flu,"fever, runny nose",105,13,Moderate,48
2025-12-07,USA,California,Respiratory Infection,"cough, breathing issue, sore throat",264,6,Low,253
2026-04-13,India,Delhi,Migraine,"nausea, vomiting",211,16,High,196
2025-09-26,USA,Florida,Asthma,"chest tightness, cough, breathing difficulty, wheezing",194,5,Low,94
2026-03-16,Canada,Ontario,Diabetes,"fatigue, frequent urination, increased thirst, weight loss",77,11,Moderate,10
2025-10-07,Germany,Berlin,COVID-19,"loss of smell, breathing difficulty, fever, cough",399,10,Moderate,248
2025-07-17,USA,Ohio,Asthma,"breathing difficulty, wheezing",410,18,High,17
2026-01-12,Germany,Berlin,Diabetes,"frequent urination, increased thirst, fatigue",39,8,Moderate,23
2025-07-08,Germany,Hesse,COVID-19,"loss of smell, cough, breathing difficulty, fever",343,5,Low,45
2026-03-11,USA,California,Typhoid,"loss of appetite, weakness",42,11,Moderate,25
2025-07-12,USA,New York,Typhoid,"abdominal pain, fever, loss of appetite",440,18,High,180
2025-09-29,Germany,Hamburg,Respiratory Infection,"cough, fever, sore throat",194,4,Low,112
2025-12-27,Canada,Ontario,Dengue,"joint pain, skin rash, high fever, headache",451,11,Moderate,308
2026-02-04,USA,Ohio,Flu,"runny nose, cough",108,20,High,72
2026-04-22,India,Tamil Nadu,Respiratory Infection,"fever, breathing issue, sore throat",350,7,Low,44
2025-11-20,Germany,Hamburg,Malaria,"chills, fever",72,15,High,51
2026-02-11,USA,Florida,Typhoid,"abdominal pain, weakness",121,4,Low,31
2025-10-20,Canada,Quebec,Malaria,"chills, fatigue",371,3,Low,289
2025-09-05,Canada,Ontario,Asthma,"chest tightness, breathing difficulty, cough",80,19,High,48
2025-05-31,Canada,Quebec,Asthma,"breathing difficulty, chest tightness, cough",81,13,Moderate,2
2026-04-23,Germany,Hamburg,Dengue,"joint pain, headache, skin rash",340,19,High,279
2026-02-28,India,Maharashtra,Dengue,"joint pain, headache, high fever, skin rash",100,6,Low,67
2025-10-07,India,Karnataka,Skin Infection,"itching, swelling, skin rash",103,17,High,40
2025-08-19,USA,Florida,Typhoid,"fever, loss of appetite",260,6,Low,148
2025-11-28,India,Rajasthan,COVID-19,"breathing difficulty, fever",185,4,Low,133
2025-08-09,USA,Florida,Skin Infection,"itching, swelling, skin rash",84,19,High,65
2025-11-11,Germany,Hamburg,Skin Infection,"skin rash, itching, swelling, redness",282,9,Moderate,39
2025-07-12,USA,Texas,Skin Infection,"skin rash, swelling",294,12,Moderate,39
2025-07-23,India,Tamil Nadu,COVID-19,"loss of smell, fever, cough, breathing difficulty",218,20,High,69
2025-07-17,Germany,Hesse,Malaria,"sweating, fatigue, chills",448,7,Low,420
2026-01-17,USA,Florida,Migraine,"nausea, headache",71,11,Moderate,67
2026-04-30,India,Punjab,Typhoid,"abdominal pain, weakness, fever, loss of appetite",266,8,Moderate,13
2025-08-28,USA,New York,Dengue,"joint pain, skin rash, headache",158,7,Low,103
2025-12-22,Germany,Bavaria,Dengue,"headache, skin rash",372,7,Low,242
2025-10-19,India,Punjab,Respiratory Infection,"sore throat, breathing issue, cough",168,20,High,61
2026-04-24,India,Gujarat,Typhoid,"weakness, fever, abdominal pain, loss of appetite",484,10,Moderate,175
2026-05-15,India,Maharashtra,Dengue,"joint pain, high fever, skin rash, headache",272,12,Moderate,231
2025-06-10,Canada,Alberta,Migraine,"vomiting, headache, sensitivity to light, nausea",138,3,Low,60
2025-10-31,USA,Ohio,Malaria,"chills, fatigue",347,16,High,141
